,id,city,community,latitude,longitude,link,type,price,beds,sq_feet,baths,cats,dogs,has_den,last_update,is_active,activation_date
87,549632,Calgary,Applewood,51.0388708,-113.9300645,/ab/calgary/rentals/condo/1-bedroom/applewood/non-smoking/549632,Condo Unit,1575,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
88,144883,Calgary,Applewood,51.0493129,-113.9257569,/ab/calgary/rentals/shared/1-bedroom/applewood/short-term/144883,Room For Rent,650,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
89,81778,Calgary,Applewood,51.0392242,-113.9346701,/ab/calgary/rentals/condo/2-bedrooms/applewood/pet-friendly/81778,Condo Unit,1900,2,,2.0,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
90,329389,Calgary,Applewood,51.038518,-113.934408,/ab/calgary/rentals/apartment/2-bedrooms/applewood/non-smoking/329389,Apartment,1975,2,,2.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
91,552527,Calgary,Applewood,51.0540012,-113.9284976,/ab/calgary/rentals/basement/2-bedrooms/applewood/non-smoking/552527,Basement,1790,2,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
94,342161,Calgary,Arbour Lake,51.13507,-114.187509,/ab/calgary/rentals/duplex/3-bedrooms/arbour-lake/pet-friendly/342161,Duplex,2600,3,,2.5,False,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
95,547151,Calgary,Arbour Lake,51.1387992,-114.2076595,/ab/calgary/rentals/main-floor/3-bedrooms/arbour-lake/pet-friendly/547151,Main Floor,2800,3,,2.0,False,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
96,552221,Calgary,Arbour Lake,51.1417889,-114.1861425,/ab/calgary/rentals/house/3-bedrooms/arbour-lake/non-smoking/552221,House,2700,3,,3.0,False,False,True,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
97,547381,Calgary,Arbour Lake,51.1393258,-114.1870946,/ab/calgary/rentals/shared/1-bedroom/arbour-lake/furnished/547381,Room For Rent,770,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
98,343521,Calgary,Arbour Lake,51.1341329,-114.2184466,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/pet-friendly/343521,House,2700,4,,3.5,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
99,550789,Calgary,Arbour Lake,51.131071,-114.219568,/ab/calgary/rentals/house/3-bedrooms/arbour-lake/pet-friendly/550789,House,3000,3,,2.5,False,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
100,551276,Calgary,Arbour Lake,51.1336665,-114.2117837,/ab/calgary/rentals/condo/1-bedroom/arbour-lake/pet-friendly/551276,Condo Unit,1875,1,,1.0,True,True,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
101,547253,Calgary,Arbour Lake,51.133625,-114.1933195,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/non-smoking/547253,House,3400,4,,3.0,False,False,True,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
102,108705,Calgary,Arbour Lake,51.13267,-114.19572,/ab/calgary/rentals/house/3-bedrooms/arbour-lake/non-smoking/108705,House,3000,3,,2.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
103,548864,Calgary,Arbour Lake,51.1336913,-114.2139397,/ab/calgary/rentals/townhouse/3-bedrooms/arbour-lake/non-smoking/548864,Townhouse,2200,3,,1.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
104,551449,Calgary,Arbour Lake,51.1319338,-114.2133979,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/non-smoking/551449,House,3350,4,,3.5,False,False,True,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
105,536779,Calgary,Arbour Lake,51.1408135,-114.1914114,/ab/calgary/rentals/main-floor/3-bedrooms/arbour-lake/non-smoking/536779,Main Floor,2200,3,,2.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
106,91407,Calgary,Arbour Lake,51.128091638619,-114.209882063599,/ab/calgary/rentals/house/3-bedrooms/arbour-lake/non-smoking/91407,House,2475,3,,2.5,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
107,550085,Calgary,Arbour Lake,51.1275373,-114.2107361,/ab/calgary/rentals/shared/1-bedroom/arbour-lake/non-smoking/550085,Room For Rent,1075,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
108,545841,Calgary,Arbour Lake,51.1307674,-114.2104162,/ab/calgary/rentals/shared/1-bedroom/arbour-lake/non-smoking/545841,Room For Rent,700,1,,1.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
109,547920,Calgary,Arbour Lake,51.1331182,-114.2152656,/ab/calgary/rentals/condo/2-bedrooms/arbour-lake/non-smoking/547920,Condo Unit,1925,2,,2.0,False,False,False,2023-12-30 17:44:14.636361,True,2023-12-30 17:44:14.641347
